EIN,Legal_Name,DBA,Address,City,State,ZIP,Country,Exemption_Type,Revocation_Date,Posting_Date,Reinstatement_Date
472847851,ASPEN AEROBUILD INC ,,PO BOX 7756,ASPEN,CO,81612-7756,US,04,15-MAY-2018,12-FEB-2019,
472852696,COLORADO ARMY AVIATION LEAGUE ,,19070 E SUNLIGHT WAY BLDG 1000,BUCKLEY AFB,CO,80011-9574,US,04,15-MAY-2021,14-MAR-2022,
472854077,JASONS STEM LAUNCH DREAMERS FUND ,,3220 QUEEN CT,BROOMFIELD,CO,80020-5404,US,03,15-MAY-2020,11-AUG-2020,
472854964,HIGHER HOPES WOMEN IN LEADERSHIP ,,1598 WOODPARK DR,COLORADO SPGS,CO,80951-2756,US,04,15-MAY-2018,13-AUG-2018,
472855639,SHREE LAXMI NARAYAN VEDIC SEWA KENDRA INC,,18725 E LINVALE PL,AURORA,CO,80013-4789,US,03,15-MAY-2023,14-AUG-2023,
472860316,THOMAS MACLAREN SCHOOL FOUNDATION ,,303 AUSTIN BLUFFS PKWY,COLORADO SPGS,CO,80918-3922,US,03,15-NOV-2019,09-MAR-2020,
472862085,MILE HIGH PUNISHERS ,,3506 S DEPEW ST UNIT 8,DENVER,CO,80235-2804,US,04,15-MAY-2018,13-AUG-2018,
472863308,WASTE FREE SLV ,,PO BOX 866,SOUTH FORK,CO,81154-0866,US,04,15-MAY-2018,13-AUG-2018,
472867574,H2H ,,11240 PARLIAMENT WAY,PARKER,CO,80138-7324,US,04,15-MAY-2018,13-AUG-2018,
472868381,ROCKY MOUNTAIN WATER QUALITY ANALYSTS ASSOCIATION,,PO BOX 29407,THORNTON,CO,80229-0407,US,04,15-MAY-2021,14-MAR-2022,
472876534,303 BASEBALL ,,9055 SANDERLING WAY,LITTLETON,CO,80126-5295,US,03,15-MAY-2019,12-AUG-2019,
472877461,GRAND RAPIDS ADAPT ,MILLION GIMP MARCH,PO BOX 2362,COLORADO SPGS,CO,80901-2362,US,04,15-MAY-2018,13-AUG-2018,
472878086,CREATION CARE MINISTRIES ,,1100 FILLMORE ST,DENVER,CO,80206-3334,US,04,15-MAY-2018,13-AUG-2018,
472885615,COLORADO LAW 2017 ,,555 HARVARD LN APT 8F,BOULDER,CO,80305-5355,US,04,15-MAY-2018,13-AUG-2018,
472885917,ALPINE ONCOLOGY FOUNDATION ,,7674 GRANDVIEW AVE STE 105,ARVADA,CO,80002-2414,US,04,15-MAY-2018,13-AUG-2018,
472892838,TRUGOLD ,,456 BONANZA DR,ERIE,CO,80516-8447,US,03,15-MAY-2018,13-AUG-2018,
472898653,SECRET GARDEN CULTURAL PLAZA INC ,,4705 BROADWAY ST,BOULDER,CO,80304-0511,US,04,15-MAY-2018,13-AUG-2018,
472899237,JEFFERSON HIGH CLASS OF 1970 ,,4941 W 81ST PL APT 2H,WESTMINSTER,CO,80031-4371,US,04,15-MAY-2018,13-AUG-2018,
472899853,KMFOUNDTION ,,413 S KITTREDGE ST,AURORA,CO,80017-3639,US,04,15-MAY-2018,13-AUG-2018,
472902109,GRADES 4 CHANGE INC ,,21536 E LEHIGH AVE,AURORA,CO,80013-7488,US,04,15-MAY-2018,13-AUG-2018,
472903164,RICH CLARKSON SCHOLARSHIP FUND ,,1553 PLATTE ST STE 300,DENVER,CO,80202-1167,US,04,15-MAY-2018,13-AUG-2018,
472903270,HOL FOUNDATION ,,2402 PARKFRONT DR UNIT C,FORT COLLINS,CO,80525-7615,US,04,15-MAY-2018,13-AUG-2018,
472904606,WILLIAM B S HARRIS COMMANDERY 3 KNIGHTS TEMPLAR PHA,,650 BILLINGS ST,AURORA,CO,80011-6702,US,04,15-MAY-2023,14-AUG-2023,
472919217,ADDENBROOKE CLASSICAL ACADEMY ,,480 S KIPLING ST,LAKEWOOD,CO,80226-2741,US,04,15-NOV-2017,12-MAR-2018,
472924990,EQUINE CONNECTIONS OF CARBONDALE ,,60 FLYING FISH RD,CARBONDALE,CO,81623-9566,US,03,15-MAY-2022,08-AUG-2022,
472925126,COLORADO CENTER FOR ALTERNATIVE LIFESTYLES,,14128 E 22ND PL,AURORA,CO,80011-4234,US,03,15-MAY-2021,09-AUG-2021,
472927046,CBEYOND QUALITY LIVING ,,262 HAVANA ST STE 218,AURORA,CO,80010-4342,US,03,15-MAY-2018,13-AUG-2018,
472932656,EAGLE COUNTY CIVIL AIR PATROL SUPPORT SQUADRON,,3 COTTON LN,GYPSUM,CO,81637-9636,US,03,15-SEP-2020,14-DEC-2020,
472934928,BETA KAPPA ,,2074 COUNTY ROAD 29,MERINO,CO,80741-9726,US,04,15-MAY-2021,14-MAR-2022,
472936094,SOUTHWEST UNION OF VIETNAMESE STUDENT ASSOCIATIONS,,13918 E MISSISSIPPI AVE NUM 66472,AURORA,CO,80012-3603,US,04,15-MAY-2018,13-AUG-2018,
472936794,WATSON INSTITITE PHILADELPHIA ,WATSON INSTITUTE PHILADELPHIA,900 BASELINE RD COLOMBINE NUM 7,BOULDER,CO,80302-0000,US,04,15-MAY-2018,13-AUG-2018,
472938731,FREEDOM BOATS INC ,,1337 GARDEN CIR,LONGMONT,CO,80501-1818,US,03,15-MAY-2022,08-AUG-2022,
472939976,ELSTON INSTITUTE FOR CHANGE MAKING ,,900 BASELINE RD NUM C-15,BOULDER,CO,80302-7547,US,04,15-MAY-2018,13-AUG-2018,
472944142,AMANI YOUTH PARTNERSHIP ,,1933 E MAIN ST,CORTEZ,CO,81321-3039,US,03,15-MAY-2025,12-AUG-2025,
472956024,VETERAN RESOURCES INITIATIVE ,,4065 NEW SANTA FE TRL,COLORADO SPGS,CO,80924-4403,US,03,15-MAY-2021,09-AUG-2021,
472956871,PSYCHEDELIC CLUB ,,4915 W 38TH AVE,DENVER,CO,80212-2025,US,03,15-MAY-2025,12-AUG-2025,
472961293,COLORADO JUGGER LEAGUE INC ,,159 DEL MAR CIR,AURORA,CO,80011-8220,US,04,15-MAY-2021,14-MAR-2022,
472961705,AWAKEN MINISTRY ,,722 WINDMILL PL,HGHLNDS RANCH,CO,80126-2062,US,04,15-MAY-2019,12-AUG-2019,
472964170,BHAKTI YOGA LIFE INC ,BHAKTI YOGA LIFE,7941 E HARVARD CIR,DENVER,CO,80231-7622,US,03,15-MAY-2022,08-AUG-2022,
472964972,SOCIETY FOR INDUSTRIAL AND APPLIED MATHEMATICS CENTRAL STATES SECTION,SIAM CENTRAL STATES SECTION,1500 ILLINOIS ST,GOLDEN,CO,80401-1887,US,04,15-MAY-2018,13-AUG-2018,
472968037,AEROSPACE MEDICAL SPINAL RESEARCH FOUNDATION,,PO BOX 4841,ASPEN,CO,81612-4841,US,04,15-MAY-2018,13-AUG-2018,
472969232,FAITHFUL STEPS INC ,,25087 E GEDDES CIR,AURORA,CO,80016-5257,US,04,15-MAY-2018,13-AUG-2018,
472969716,HIS WALK MEDIA INC ,,1424 S VAUGHN CIR,AURORA,CO,80012-4340,US,03,15-NOV-2023,11-MAR-2024,15-NOV-2023
472971629,LEWISTON STREET I ALR ,,2200 S UNIVERSITY BLVD APT 411,DENVER,CO,80210-4762,US,04,15-MAY-2018,13-AUG-2018,
472973420,INTERCULTURAL ADVENTURE ACADEMY ,,121 ROSETTA CIR,DURANGO,CO,81301-8032,US,04,15-JUN-2017,11-SEP-2017,
472977158,MGZ SOUL EXISTENCE INCORPORATED ,OMG LIFE EXISTS DENVER FOUNDATION,3320 N JOSEPHINE ST,DENVER,CO,80205-4157,US,04,15-MAY-2018,13-AUG-2018,
472979569,DEFENDERS OF LIBERTY LEGAL DEFENSE FOUNDATION,,PO BOX 2401,CENTENNIAL,CO,80161-2401,US,03,15-MAY-2018,13-AUG-2018,
472980616,WOMEN OF AGAPE ,,14413 E JEWELL AVE UNIT 201,AURORA,CO,80012-5929,US,04,15-MAY-2018,13-AUG-2018,
472993549,UPSIDE DOWN FROWNS INC ,,12126 E EXPOSITION AVE,AURORA,CO,80012-2330,US,04,15-JUL-2017,11-OCT-2017,
472997123,UNIFIED LACROSSE ,UNIFIED LACROSSE COLORADO,8702 E MINERAL CIR,CENTENNIAL,CO,80112-2748,US,03,15-MAY-2025,12-AUG-2025,
472997534,CHICAGO MUDCATS SPORT AND SOCIAL CLUB,CHICAGO MUDCATS,332 N 42ND AVE,BRIGHTON,CO,80601-4266,US,03,15-MAY-2023,14-AUG-2023,
473000299,DIGITAL GOLF LEAGUE INC ,,PO BOX 533,COLORADO SPGS,CO,80901-0533,US,04,15-MAY-2018,13-AUG-2018,
473002387,PROMOTING ACTS OF CHARITABLE KINDNESS CORPORATION,PACK,2144 SHAWNEE DR,COLORADO SPGS,CO,80915-1924,US,03,15-MAY-2020,11-AUG-2020,15-MAY-2020
473002865,1 GOOD TURN CAMPAIGN ,,7523 IRIDIUM CT,CASTLE ROCK,CO,80108-3094,US,03,15-MAY-2017,29-JAN-2019,
473004504,ROCK DISCIPLESHIP HOME ,,2835 PONTIAC ST,DENVER,CO,80207-2922,US,04,15-MAY-2018,13-AUG-2018,
473005948,COLORADO ADDICTED TRAIL BUILDERS SOCIETY,,2731 E PRAIRIE DR,MILLIKEN,CO,80543-3186,US,03,15-MAY-2024,12-AUG-2024,
473009674,98 FTS BOOSTER CLUB ,,9201 TALON DR,USAF ACADEMY,CO,80840-2099,US,04,15-MAY-2018,13-AUG-2018,
473014869,NAKSANG FOUNDATION ,,PO BOX 281,ELDORADO SPRG,CO,80025-0281,US,04,15-MAY-2019,12-AUG-2019,
473020900,A&D NONPROFIT FOR SPORTS ,,2024 S OGDEN ST,DENVER,CO,80210-4135,US,04,15-MAY-2018,13-AUG-2018,
473021621,CHOICES USA ,,1001A E HARMONY RD NUM 188,FORT COLLINS,CO,80525-3354,US,04,15-MAY-2018,13-AUG-2018,
473022792,FOUNDATION COLLECTIVE INC ,,1435 11TH ST,GREELEY,CO,80631-3743,US,03,15-MAY-2020,11-AUG-2020,
473030834,NATIONAL PLATFORM FOR SELF SUFFICIENCY AND EMPOWERMENT INC,,5051 DURHAM CT,DENVER,CO,80239-6455,US,04,15-MAY-2018,13-AUG-2018,
473034277,FURAHA PARTNERS INTERNATIONAL WELFARE CORPORATION,,2199 S IDALIA ST,AURORA,CO,80013-1051,US,04,15-JUL-2017,11-OCT-2017,
473034969,CYNIC INC ,,2080 JOLIET ST,AURORA,CO,80010-1304,US,04,15-MAY-2018,13-AUG-2018,
473035623,HERMANOS AYUDANTES FOUNDATION ,,13804 SAGAR DR,BROOMFIELD,CO,80023-3976,US,03,15-MAY-2023,14-AUG-2023,
473037893,LITTLE STEPS FOUNDATION USA INC ,,2325 S GENOA ST,AURORA,CO,80013-6267,US,04,15-MAY-2018,13-AUG-2018,
473041426,NO ESCAPE WRESTLING CLUB ,,FOSTER AVE,ALAMOSA,CO,81101-0000,US,04,15-MAY-2018,13-AUG-2018,
473045155,PAGOSA SPRINGS COMMUNITY PRAYER ROOM INC,,PO BOX 5523,PAGOSA SPGS,CO,81147-5523,US,03,15-MAY-2022,08-AUG-2022,
473048896,LIGHTSHINE CANINE INC ,,1341 S BOWEN ST,LONGMONT,CO,80501-6646,US,03,15-MAY-2020,11-AUG-2020,
473050396,PAWS FOR PAWS ,,2300 W COUNTY ROAD 38 E LOT 105,FORT COLLINS,CO,80526-6460,US,04,15-JUL-2017,11-OCT-2017,
473051258,RIDNA SHKOLA OF COLORADO ,,10076 FRASER ST,COMMERCE CITY,CO,80022-8875,US,04,15-JUL-2017,11-OCT-2017,
473052156,HELIX GROUP ,,25 E 5TH AVE APT 604,DENVER,CO,80203-3478,US,04,15-MAY-2018,13-AUG-2018,
473056557,COTTONWOOD CRUISERS RUNNING CLUB ,,11673 E LAKE PL,ENGLEWOOD,CO,80111-5849,US,00,15-MAY-2022,08-AUG-2022,
473057439,THROW COLORADO COMMUNITY ,,PO BOX 359,PALMER LAKE,CO,80133-0359,US,03,15-MAY-2018,13-AUG-2018,
473057875,PARANORMAL RESEARCH OF THE SOUTHWEST,,2708 N CASCADE AVE,COLORADO SPGS,CO,80907-6211,US,04,15-MAY-2018,13-AUG-2018,
473059293,TROOP 94 BOY SCOUTS OF AMERICA ,TROOP 94 BOY SCOUTS WELLINGTON CO,8502 3RD ST,WELLINGTON,CO,80549-0000,US,04,15-MAY-2018,13-AUG-2018,
473061916,SAPPHIRE MOON ,,1322 E 4TH ST,LOVELAND,CO,80537-5914,US,04,15-MAY-2018,13-AUG-2018,
473069334,FIVE LOAVES TWELVE BASKETS ,,715 CHEYENNE WAY,MONUMENT,CO,80132-8402,US,03,15-DEC-2018,11-MAR-2019,
473070342,LORENA DIAZ ,DIAZ CLEANING SERVICES,3857 BONNEYMOORE DR,FORT COLLINS,CO,80524-6415,US,04,15-MAY-2018,13-AUG-2018,
473076958,TOCI CALI ,,2949 FEDERAL BLVD,DENVER,CO,80211-3741,US,04,15-MAY-2018,13-AUG-2018,
473077548,CREEDE MASONIC BUILDING ASSOCIATION ,,PO BOX 659,CREEDE,CO,81130-0659,US,02,15-MAY-2012,20-OCT-2015,15-MAY-2012
473083546,UNIQUE GLORY FOUNDATION ,,13631 E NEVADA PL,AURORA,CO,80012-2459,US,04,15-MAY-2018,13-AUG-2018,
473091005,COLORADO INSTITUTE FOR CHILD ADVOCACY,,1213 TEAKWOOD DR,FORT COLLINS,CO,80525-1957,US,04,15-MAY-2018,13-AUG-2018,
473094206,ROCKY MOUNTAIN SILVERBACKS ,,13420 NEWTON CT,BROOMFIELD,CO,80020-5522,US,04,15-MAY-2018,13-AUG-2018,
473095315,CONSUMER PROTECTION COALITION ,,1368 26TH ST STE 41,DENVER,CO,80205-2179,US,04,15-MAY-2018,13-AUG-2018,
473095435,SMARTY PANTS ACADEMY INC ,,3155 N ELIZABETH ST,DENVER,CO,80205-4237,US,03,15-JUN-2018,10-SEP-2018,
473098285,TEAM BANG ,,24364 E 4TH DR,AURORA,CO,80018-1593,US,03,15-MAR-2025,10-JUN-2025,
473098750,BERTHOUD BASEBALL CLUB INC ,,3221 LANDMARK DR,BERTHOUD,CO,80513-9592,US,03,15-MAY-2018,13-AUG-2018,
473101369,HUMANITARIAN AID FOUNDATION ,,3349 E FOUNTAIN BLVD APT A,COLORADO SPGS,CO,80910-1742,US,03,15-MAY-2024,12-AUG-2024,
473108542,FREMONT COUNTY FARM MARKET ,,1716 POPLAR AVE,CANON CITY,CO,81212-5138,US,04,15-MAY-2018,13-AUG-2018,
473109468,MILLENNIUM PROMISE SOCIAL ENTERPRISE,,16234 E ALAMEDA PL APT 104,AURORA,CO,80017-1140,US,04,15-MAY-2018,13-AUG-2018,
473110797,PET NUTRITION ALLIANCE LTD ,,12575 W BAYAUD AVE,LAKEWOOD,CO,80228-2021,US,04,15-JUL-2017,11-OCT-2017,15-FEB-2018
473112506,PRESERVING FREEDOM FAMILY AND COMMUNITY,,1767 SOUTH 8TH STREET,COLORADO SPRINGS,CO,80905-7918,US,04,15-MAY-2018,13-AUG-2018,
473116631,WINTER OUTDOOR LEARNING FUND ,,348 ALPINE DR,PAGOSA SPGS,CO,81147-7501,US,03,15-MAY-2018,13-AUG-2018,15-FEB-2021
473120615,TEOCALLI SACRED HEART OF THE MOUNTAIN,,8202 DAHLIA ST,HENDERSON,CO,80640-7935,US,03,15-MAY-2018,13-AUG-2018,
473121267,VFW POST 5812 MILITARY ORDER OF THE COOTIE PUP TENT 7,,127 E SPAULDING AVE,PUEBLO WEST,CO,81007-1827,US,04,15-MAY-2018,13-AUG-2018,
473126658,COALITION FOR ACCESS NOW ,,15954 JACKSON CREEK PKWY SUITE B544,MONUMENT,CO,80132-8532,US,04,15-MAY-2020,11-AUG-2020,15-NOV-2022
473126723,LAZY RIVER STRESS MANAGEMENT ASSOCIATION,,2594 W CRESTLINE AVE,LITTLETON,CO,80120-1135,US,04,15-MAY-2019,12-AUG-2019,
473129148,AID FOR PETS ,,PO BOX 1277,BAYFIELD,CO,81122-1277,US,03,15-MAY-2023,14-AUG-2023,
473135586,NATUREWORKSHOP ,,1312 17TH STREET SUITE 960,DENVER,CO,80202-1508,US,03,15-MAY-2023,14-AUG-2023,
473136179,HOPE CONQUERING HUNTINGTONS ,,22363 CR 3,BERTHOUD,CO,80513-0000,US,03,15-MAY-2020,11-AUG-2020,
473136402,COLORADO SECURITY AGAINST EMERGENCIES FOUNDATION,,38 SPRUCE CT,DURANGO,CO,81301-7213,US,04,15-JUL-2017,11-OCT-2017,
473136586,NEW BEGINNINGS 12 STEP MEETING PLAC E,,390 LASHLEY STREET,LONGMONT,CO,80504-0000,US,03,15-MAY-2010,08-APR-2015,15-MAY-2010
473137066,1BM-ONE BILLION MUSLIMS ORG ,,1601 COLORADO BLVD UNIT 5402,DENVER,CO,80220-1162,US,04,15-MAY-2018,13-AUG-2018,
473140810,ANGELS GATE RANCH ,ANGELS GATE RESCUE,10910 W FLORIDA AVE APT 513,LAKEWOOD,CO,80232-4984,US,04,15-JUL-2017,11-OCT-2017,
473144435,HEALTHY LIVING THRU NUTRITION ,,17172 OPAL HILL DR,PARKER,CO,80134-9159,US,03,15-MAY-2024,12-AUG-2024,
473148492,21ST FSS BOOSTER CLUB ,,135 DOVER ST STE 1210,COLORADO SPGS,CO,80914-1157,US,04,15-MAY-2018,13-AUG-2018,
473163695,VAIL VALLEY EAGLES BASKETBALL CLUB ,,PO BOX 2807,VAIL,CO,81658-2807,US,03,15-MAY-2024,12-AUG-2024,
473163989,COLORADO IVY PLUS WOMEN ,,1515 WYNKOOP ST STE 600,DENVER,CO,80202-2062,US,06,15-MAY-2018,13-AUG-2018,
473164066,NORTHWEST SHUTTLE SYSTEM ,,4655 STONER CT,COLORADO SPGS,CO,80916-2500,US,04,15-MAY-2018,13-AUG-2018,
473165728,KENTON OXFORD HOUSE ,,1488 S KENTON ST,AURORA,CO,80012-4120,US,04,15-MAY-2018,13-AUG-2018,
473167026,SANDY AND WILLIAM WHITE FUND ,,1309 WILDROSE CT,LONGMONT,CO,80503-7520,US,04,15-MAY-2018,13-AUG-2018,
473173373,BUTTERFLY NATION PROJECT ,,1328 SOUTHMOOR DR,FOUNTAIN,CO,80817-1034,US,03,15-MAY-2021,09-AUG-2021,
473176011,ROCKY MOUNTAIN CHAPTER OF ADTA ,,PO BOX 19393,BOULDER,CO,80308-0000,US,03,15-MAY-2010,09-MAY-2015,15-MAY-2010
473176322,THREE EAGLES ROAD USERS ASSOCIATION ,,PO BOX 312,LOMA,CO,81524-0312,US,04,15-MAY-2021,14-MAR-2022,
473179695,LOGAN COUNTY BOARD OF REALTORS INC ,,PO BOX 646,STERLING,CO,80751-0646,US,04,15-MAY-2018,13-AUG-2018,
473187096,THE HEALING GARDEN ,,11904 E CANAL DR,AURORA,CO,80011-8211,US,03,15-JUL-2024,14-OCT-2024,
473192656,HSS SAMARITAN FOUNDATION ,,900 S BROADWAY STE 100,DENVER,CO,80209-4269,US,04,15-MAY-2018,13-AUG-2018,
473192798,MOTORCYCLISTS ADVOCACY OF COLORADO ,,2075 POTOMAC ST LOT 39,AURORA,CO,80011-4073,US,04,15-MAY-2018,13-AUG-2018,
473195563,COLLINDALE MENS ASSOCIATION ,GOLF LEAGUE,1441 E HORSETOOTH RD,FORT COLLINS,CO,80525-2906,US,04,15-MAY-2018,13-AUG-2018,
473198111,MONTEZUMA BASKETBALL INC ,MONTEZUMA BASKETBALL,624 DETROIT AVE,CORTEZ,CO,81321-4051,US,04,15-MAY-2018,13-AUG-2018,15-MAY-2018
473205558,DESIGN COMPLEX ,,2134 MARKET ST,DENVER,CO,80205-2025,US,04,15-MAY-2018,13-AUG-2018,
473208944,DENVER SCHOOL FOR ACCELERATED LEARNERS,,2027 E 11TH AVE,DENVER,CO,80206-2802,US,04,15-MAY-2018,13-AUG-2018,
473209407,ADDENBROOKE CLASSICAL FOUNDATION ,,480 S KIPLING ST,LAKEWOOD,CO,80226-2741,US,04,15-MAY-2018,13-AUG-2018,15-MAY-2018
473209565,RISING WOLF MC LTD ,,PO BOX 271124,FORT COLLINS,CO,80527-1124,US,04,15-MAY-2021,14-MAR-2022,
473210944,ISTANDAGAINST ,,216 1ST ST STE D,EATON,CO,80615-3598,US,04,15-MAY-2018,13-AUG-2018,
473212926,BLUE CREEK VAULTERS ,,6505 W 6TH AVE UNIT C-15,LAKEWOOD,CO,80214-0000,US,04,15-MAY-2018,13-AUG-2018,
473212937,LIVE WHERE YOU WORK FOUNDATION ,,740 IOLA ST,AURORA,CO,80010-4013,US,03,15-MAY-2021,09-AUG-2021,
473217081,MATTHEW D WHITE INTERNATIONAL CHILDRENS CHARITY,,27110 CRAIG LN,GOLDEN,CO,80401-9760,US,04,15-JUL-2017,11-OCT-2017,
473220129,RELEASE ORG ,,PO BOX 1869,WOODLAND PARK,CO,80866-1869,US,03,15-MAY-2020,11-AUG-2020,
473220865,ADELPHOTES ,,9845 JEFFERSON PKWY APT C3,ENGLEWOOD,CO,80112-5969,US,04,15-JUL-2017,11-OCT-2017,
473226366,DO NO HARM ,,15454 E ORCHARD RD,CENTENNIAL,CO,80016-3005,US,04,15-MAY-2024,12-AUG-2024,
473226692,U VALLEY VIXENS ROLLER DERBY LEAGUE ,,202 E MAIN ST,MONTROSE,CO,81401-3649,US,04,15-MAY-2018,13-AUG-2018,
473233580,NORTHERN COLORADO GIRLS WRESTLING ,,139 GLENDA DR,LOVELAND,CO,80537-6229,US,04,15-MAY-2018,13-AUG-2018,
473233609,STEAMBOAT SKATEBOARD CORP ,,703 LINCOLN AVE UNIT B101,STEAMBOAT SPR,CO,80487-5168,US,04,15-MAY-2018,13-AUG-2018,
473235810,DEJAHS WAY INC ,,19443 E 45TH AVE,DENVER,CO,80249-6578,US,04,15-MAY-2018,13-AUG-2018,
473235964,EATON FFA ADVISORY COUNCIL ,,22643 COUNTY ROAD 70,EATON,CO,80615-9314,US,04,15-MAY-2018,13-AUG-2018,15-MAY-2018
473240076,WORTH WOMEN OVERCOMING AND REALIZING THEIR HERITAGE,,PO BOX 390092,DENVER,CO,80239-1092,US,04,15-MAY-2018,13-AUG-2018,
473240295,COLORADO SPINE PHYSICIANS ASSOCIATION,,421 21ST AVE STE 41,LONGMONT,CO,80501-1470,US,06,15-MAY-2023,14-AUG-2023,
473248834,CW TOY XCHANGE CORPORATION ,,1712 MORNING DR,LOVELAND,CO,80538-4407,US,04,15-MAY-2018,13-AUG-2018,
473250726,PALOMAR COLLEGE REUNION ,,19196 E LOW DR,AURORA,CO,80015-3192,US,04,15-MAY-2018,13-AUG-2018,
473251963,LAKEWOOD WATCHDOG ,,C/O 1601 BLAKE ST STE 310,DENVER,CO,80222-0000,US,04,15-MAY-2018,13-AUG-2018,
473255210,SUN COUNTRY FARM INC ,,9151 SUN COUNTRY DR,ELIZABETH,CO,80107-9355,US,03,15-MAY-2024,12-AUG-2024,
473256494,ANCHOR OF LOVE SPECIALIZED GROUP FACILITY,,2863 POPLAR ST,DENVER,CO,80207-2946,US,04,15-MAY-2018,13-AUG-2018,
473258142,TSA WATCH ,,PO BOX 2715,CENTENNIAL,CO,80161-2715,US,03,15-MAY-2018,13-AUG-2018,
473259381,ULTIMATE PERFORMANCE SPORTS TRAINING AND REHAB INC,,124 ONEIDA ST,PUEBLO,CO,81003-3424,US,04,15-MAY-2018,13-AUG-2018,15-JAN-2025
473262153,PLATTE VALLEY EDUCATION FOUNDATION ,,22251 COUNTY ROAD 36,STERLING,CO,80751-9208,US,04,15-MAY-2018,13-AUG-2018,
473266068,SARAHS SAFE HOUSES INCORPORATED ,,1540 FAWNWOOD RD,MONUMENT,CO,80132-9550,US,04,15-MAY-2018,13-AUG-2018,
473267990,BSA CUB SCOUT PK 8 PIKES PEAK COUNCIL,,1020 BEACON BLUFF CT,COLORADO SPGS,CO,80905-8114,US,04,15-MAY-2018,13-AUG-2018,
473273481,CITIZEN ACTION FOR SAFE ENERGY - ADAMS COUNTY,CASE,246 PALOMA AVE,BRIGHTON,CO,80601-8789,US,04,15-MAY-2022,08-AUG-2022,
473277981,PLANETARY CITIZEN FOUNDATION ,,PO BOX 788,LYONS,CO,80540-0788,US,04,15-MAY-2018,13-AUG-2018,
473279104,CUB SCOUT PACK 93 ,,3570 BAREBACK DR,COLORADO SPGS,CO,80922-3050,US,04,15-MAY-2018,13-AUG-2018,
473284712,JOY2THEJOURNEY INC ,,102 DESPARADO RD,BAILEY,CO,80421-1008,US,04,15-JUL-2021,14-MAR-2022,
473285738,FRONT RANGE WEB DEVELOPERS ASSOCIATION,,499 S NILE ST,AURORA,CO,80012-2239,US,03,15-MAY-2019,12-AUG-2019,
473285836,SUNSHINE CANYON DOG RESCUE ,,2109 ILLINOIS ST,GOLDEN,CO,80401-1727,US,03,15-MAY-2019,10-FEB-2020,
473289983,RESTORING MY SOUL ,,7200 S ALTON WAY STE C200,CENTENNIAL,CO,80112-2344,US,03,15-MAY-2018,13-AUG-2018,
473293984,VOICE OF EMPOWERMENT HOME ,,794 MEMPHIS ST,AURORA,CO,80011-4543,US,04,15-MAY-2018,13-AUG-2018,
473298986,LASATER AND MARTIN FOUNDATION ,,8822 RIDGELINE BLVD STE 405,HGHLNDS RANCH,CO,80129-2334,US,04,15-MAY-2018,13-AUG-2018,
473299697,COLORADO CROWN BASKETBALL ,,4552 W 105TH WAY,WESTMINSTER,CO,80031-1965,US,03,15-MAY-2019,12-AUG-2019,
473302360,PERPETUALLY PERPLEXED PURIM PLAYERS ,PPPP,6144 E OREGON PL,DENVER,CO,80224-2150,US,04,15-AUG-2017,13-NOV-2017,
473306583,STAND IN BASE INC ,,6443 S BEECH CIR APT 727,LITTLETON,CO,80127-5037,US,03,15-MAY-2018,13-AUG-2018,
473307689,KINDRED SPIRITS FELINE SANCTUARY ,,PO BOX 126,TELLURIDE,CO,81435-0126,US,04,15-MAY-2018,13-AUG-2018,
473309668,CHEF ROOTS COLLABORATIVE ,,PO BOX 12492,DENVER,CO,80212-0492,US,03,15-MAY-2022,08-AUG-2022,
473312433,POLAR ZOO ,,2245 S BANNOCK ST,DENVER,CO,80223-4129,US,04,15-MAY-2018,13-AUG-2018,15-SEP-2023
473316250,ROOTED STUDIO ,,318 W MONUMENT ST,COLORADO SPGS,CO,80905-1164,US,04,15-MAY-2018,13-AUG-2018,
473323446,CHARITY FOR ALL INC ,,6745 W KEN CARYL AVE,LITTLETON,CO,80128-5756,US,03,15-NOV-2019,09-MAR-2020,
473324435,HUDSON ELITE ,,2226 BARN SWALLOW DR,LONGMONT,CO,80504-7789,US,03,15-MAY-2022,08-AUG-2022,
473333053,FLAUSCHINK ,,PO BOX 1272,CRESTED BUTTE,CO,81224-1272,US,04,15-AUG-2017,13-NOV-2017,
473335008,FUTURE AND HOPE ,,3489 W 72ND AVE STE 104,WESTMINSTER,CO,80030-5314,US,04,15-MAY-2018,13-AUG-2018,
473336755,MISUNDERSTOOD ,,815 E 17TH AVE,DENVER,CO,80218-1417,US,03,15-MAY-2018,13-AUG-2018,
473337668,CATALYST COLORADO CORPORATION ,,6 N TEJON ST STE 501,COLORADO SPGS,CO,80903-1521,US,04,15-MAY-2018,13-AUG-2018,
473340505,MEDICINAL HEMP ASSOCIATION ,,PO BOX 995,LYONS,CO,80540-0995,US,04,15-MAY-2018,13-AUG-2018,
473346469,DENVER 2030 DISTRICT ,,1536 WYNKOOP ST STE 903,DENVER,CO,80202-1185,US,04,15-MAY-2018,13-AUG-2018,
473348230,HOI DONG HUONG THUA THIEN HUE COLORADO,,7425 W MISSISSIPPI AVE,LAKEWOOD,CO,80226-4537,US,04,15-MAY-2018,13-AUG-2018,
473348494,COLORADO EASTERN PLAINS WELLNESS & ACTIVITIES ASSO,,PO BOX 56,LIMON,CO,80828-0056,US,03,15-MAY-2021,09-AUG-2021,
