ein,founding_year,ruling_date,name,city,state,zip,subsection,foundation_code,ntee_code,asset_amount,income_amount,revenue_amount,found_in_bmf
200374740,2005,200511,PREGNANCY RESOURCE CONNECTION INC,GRANBY,CO,80446-0000,03,15,P40,628084,378899,365381,Y
200375918,2004,200407,MILESTONES PROJECT,LITTLETON,CO,80120-1123,03,15,R30,0,0,0,Y
200377476,2004,200412,COLORADO OPEN GOLF FOUNDATION,DENVER,CO,80249-7471,03,15,T12,2722098,2309496,2111806,Y
200384580,2012,201202,BRIGHTON BOOSTERS,BRIGHTON,CO,80601-2132,03,16,B11,61465,73862,46898,Y
200393513,2004,200407,ELBERT WOMENS CLUB,ELBERT,CO,80106-0000,03,15,S20,410986,43603,36882,Y
200393533,,,,,,,,,,,,,N
200400745,,,,,,,,,,,,,N
200402693,2004,200410,EMPOWERMENT INTERNATIONAL INC,GOLDEN,CO,80403-2025,03,15,B90,99860,191405,191405,Y
200411457,,,,,,,,,,,,,N
200429526,2012,201207,DENVER PET PARTNERS,LITTLETON,CO,80127-0026,03,15,E70,186265,69886,69886,Y
200443697,2005,200506,CONSOLIDATED COMMUNICATIONS NETWORK OF COLORADO,FORT COLLINS,CO,80525-4417,03,15,M19,195205,61535,48861,Y
200445081,2005,200506,DANNIE HOOD MINISTRIES INC,HGHLNDS RANCH,CO,80129-5442,03,15,X99,449897,326632,326632,Y
200446976,2004,200407,GHANA EDUCATIONAL COLLABORATIVE,PARKER,CO,80134-5006,03,15,Q33,0,0,0,Y
200451305,,,,,,,,,,,,,N
200458807,2004,200412,CAPITAL SISTERS INTERNATIONAL INC,GOLDEN,CO,80401-9424,03,15,T12,1332002,308152,277702,Y
200476177,2004,200403,WITNESSES FOR JESUS INC,COLORADO SPGS,CO,80949-0911,03,15,X20,76128,76174,76174,Y
200485630,,,,,,,,,,,,,N
200520900,,,,,,,,,,,,,N
200536531,2004,200410,MONTESSORI CASA INTERNATIONAL,DENVER,CO,80230-6409,03,16,B99,324409,707157,707157,Y
200539331,,,,,,,,,,,,,N
200552993,,,,,,,,,,,,,N
200553552,2004,200406,COMMUNITY PARTNERSHIPS & ASSOCIATES INC,AURORA,CO,80012-4526,03,16,P82,257581,680038,680038,Y
200555233,2005,200509,KINGDOM NEWS NETWORK NFP,LOVELAND,CO,80538-7159,03,15,X83,328398,289655,289655,Y
200563392,2005,200509,CLEAN ENERGY ECONOMY FOR THE REGION,CARBONDALE,CO,81623-0428,03,15,W40,514603,3767063,3767063,Y
200564493,,,,,,,,,,,,,N
200574440,2017,201705,AUTISM SOCIETY OF AMERICA-BOULDER COUNTY INC,BOULDER,CO,80306-8534,03,15,,55683,38076,38076,Y
200593285,2004,200410,GLOBAL OUTREACH FOUNDATION,ESTES PARK,CO,80517-1213,03,15,P20,242619,469621,469621,Y
200599817,,,,,,,,,,,,,N
200601841,2004,200405,FOUR CORNERS COMMUNITY BAND,DOLORES,CO,81323-0000,03,15,A6C,34137,17717,17717,Y
200612423,2014,201406,A JUST CAUSE INC,COLORADO SPRINGS,CO,80920-4165,03,15,I80,0,0,0,Y
200616399,,,,,,,,,,,,,N
200633061,2006,200610,LONGMONT CONCERT BAND,LONGMONT,CO,80502-2604,03,15,A6C,29965,47079,47079,Y
200658009,,,,,,,,,,,,,N
200669967,2004,200404,DURANGO YOUTH BASEBALL,DURANGO,CO,81302-4046,03,16,N63,467099,206279,206279,Y
200670553,2004,200408,CELEBRATE THE BEAT,DILLON,CO,80435-6381,03,15,A62,76089,285601,285601,Y
200670773,2004,200406,WET MOUNTAIN VALLEY ROTARY COMMUNITY SERVICE INC,WESTCLIFFE,CO,81252-1542,03,15,E86,0,0,0,Y
200676669,,,,,,,,,,,,,N
200690784,2006,200604,TCFSO,BOULDER,CO,80302-4001,03,17,S11,166727,1267,1267,Y
200708525,2004,200405,CHAMMA LING,CRESTONE,CO,81131-0608,03,16,X50,667411,52096,52096,Y
200716051,2004,200406,SCRAP IRON SOFTBALL CLUB,LITTLETON,CO,80120-4495,03,15,N63,65093,92162,84550,Y
200730383,,,,,,,,,,,,,N
200737335,2005,200501,RIVERHOUSE CHILDRENS CENTER INC,DURANGO,CO,81301-4737,03,16,P33,1618583,1085640,1085640,Y
200769896,2004,200411,PERUVIAN HEARTS,GOLDEN,CO,80401-9352,03,15,O50,652327,430283,428189,Y
200778121,2004,200410,HOME FRONT MILITARY NETWORK,COLORADO SPGS,CO,80909-3149,03,15,M40,888713,1155953,1096784,Y
200780104,2007,200710,ROCKY MOUNTAIN SMALL AND DISADVANTAGED BUSINESS OPPORTUNITY,WESTMINSTER,CO,80234-3554,03,16,S43,0,0,0,Y
200793225,2004,200410,HORSES MAKE MIRACLES FOUNDATION INC,LONGMONT,CO,80501-3353,03,15,H90,9342,24366,24366,Y
200813566,2004,200405,DAVIS PHINNEY FOUNDATION,LOUISVILLE,CO,80027-2951,03,15,,5161515,6975830,3589340,Y
200813869,,,,,,,,,,,,,N
200816033,,,,,,,,,,,,,N
200833060,2009,200903,DENVER SOUTH TRANSPORTATION MANAGEMENT ASSOCIATION,GREENWOOD VLG,CO,80111-3083,03,15,W40,3040674,1863297,1863297,Y
200837174,2004,200406,FETAL HEALTH FOUNDATION,LITTLETON,CO,80127-8564,03,15,H122,48133,53198,53198,Y
200858448,2006,200606,FBR FOUNDATION INC,CENTENNIAL,CO,80122-3910,03,15,G128,2806,47032,47032,Y
200873516,2004,200410,NEW CARING & SHARING,SALIDA,CO,81201-2015,03,15,P60,918886,348026,348026,Y
200908330,,,,,,,,,,,,,N
200917133,,,,,,,,,,,,,N
200920371,,,,,,,,,,,,,N
200922952,,,,,,,,,,,,,N
200926100,2004,200407,DOUGLAS COUNTY YOUTH ORCHESTRA,PARKER,CO,80134-3732,03,15,A69,203204,498507,498507,Y
200929852,2006,200606,ACCESS AND ABILITY,LA SALLE,CO,80645-0127,03,15,P40,16128,7114,7114,Y
200932370,2004,200412,MAIN STREET STEAMBOAT SPRINGS INC,STEAMBOAT SPR,CO,80477-4611,03,15,B90,92151,274514,274514,Y
200940000,2005,200502,ASCENDIGO AUTISM SERVICES INC,CARBONDALE,CO,81623-2517,03,16,F30,9194122,5432533,5233460,Y
200950494,2004,200405,20 FIRST STREET PROPERTIES,COLORADO SPGS,CO,80906-3624,02,00,S47,665245,0,0,Y
200955547,2004,200409,PAWSCO,DENVER,CO,80206-0261,03,15,D20,333223,375278,333897,Y
200960855,2005,200501,FAMILY POLICY ALLIANCE,COLORADO SPGS,CO,80920-1064,04,00,P01,814288,1101499,1101499,Y
200963626,2005,200511,METRO DENVER COLLEGE COUNSELOR COMMITTEE INC,ARVADA,CO,80004-1547,03,16,B80,115067,79325,79325,Y
200964369,2004,200411,REAL LIFE MINISTRIES,COLORADO SPGS,CO,80904-2512,03,15,P46,216824,99706,99706,Y
200967055,2004,200405,NEXUS INTERNATIONAL,CENTENNIAL,CO,80111-4206,03,15,X21,1215487,2384408,2384408,Y
200969243,2007,200712,THRESHOLD PASSAGES INCORPORATED,LAKEWOOD,CO,80228-3860,03,15,O51,0,0,0,Y
200970396,2010,201007,APOGAEA INCORPORATED,DENVER,CO,80202-1508,03,16,A20,565996,442740,442740,Y
200977545,,,,,,,,,,,,,N
200986823,2005,200501,PENNOCK CENTER FOR COUNSELING,BRIGHTON,CO,80601-2581,03,17,,262157,396775,383375,Y
200994924,2005,200501,NEW EUROPE COMMUNICATIONS NFP,MONUMENT,CO,80132-0716,03,15,X80,428805,66281,66281,Y
201003777,,,,,,,,,,,,,N
201026581,2004,200408,MINDFULNESS PEACE PROJECT,NIWOT,CO,80503-8978,03,15,I43,69382,85772,85772,Y
201032326,,,,,,,,,,,,,N
201037726,,,,,,,,,,,,,N
201055815,2005,200503,ANIMAL RESCUE OF THE ROCKIES,AURORA,CO,80012-3603,03,15,D20,665758,944620,722452,Y
201061889,2005,200509,WESTERN PENSION & BENEFITS CONFERENCE,PARKER,CO,80134-0001,06,00,S41,133681,190592,190592,Y
201063922,2005,200503,TRAILBLAZER FOUNDATION,FORT COLLINS,CO,80527-1767,03,15,P20,487545,802390,802390,Y
201069797,1946,194611,PTA COLORADO CONGRESS,DENVER,CO,80238-2627,03,16,,70484,275131,220348,Y
201082565,,,,,,,,,,,,,N
201082607,2006,200603,EL GRUPO VIDA INC,DENVER,CO,80231-5524,03,15,P80,177289,996791,996791,Y
201095998,,,,,,,,,,,,,N
201103303,2005,200502,SUSTAINABLE FAMILY COMMUNITIES INC,CONIFER,CO,80433-0158,03,15,P85,0,0,0,Y
201119243,2004,200409,TELLURIDE YOUTH LACROSSE ASSOCIATION INC,TELLURIDE,CO,81435-0662,03,16,N60,91412,92293,92293,Y
201120940,2004,200407,DOVES NEST,DOVE CREEK,CO,81324-0683,03,15,P33,557815,298392,298392,Y
201122039,2004,200406,THE DELORES PROJECT,DENVER,CO,80201-1406,03,15,L41,2523701,4166773,3086089,Y
201145103,2005,200506,HOLY TRINITY ACADEMY,TRINIDAD,CO,81082-2607,03,11,B24,801047,354597,318427,Y
201145853,,,,,,,,,,,,,N
201150987,,,,,,,,,,,,,N
201155891,2004,200409,ROCKY MOUNTAIN HORSE RESCUE,ARVADA,CO,80005-1330,03,15,D20,209118,154147,154147,Y
201168758,,,,,,,,,,,,,N
201188479,2005,200501,THE ART BASE,BASALT,CO,81621-8911,03,15,A40,2092377,861888,719142,Y
201196738,2006,200601,RIDGEBACK RESCUE OF THE U S,LYONS,CO,80540-4201,03,15,D20,83980,132653,132653,Y
201197027,1946,194611,PTA COLORADO CONGRESS,BOULDER,CO,80302-4407,03,16,,96986,86429,83383,Y
201219088,2011,201105,WOLF RANCH COMMUNITY COUNCIL INC,COLORADO SPGS,CO,80903-2246,04,00,S20,528577,296633,296633,Y
201236403,2005,200504,CHRISTIAN HARVEST INTERNATIONAL,ELBERT,CO,80106-0327,03,15,X20,103781,518349,512936,Y
201236689,2024,202408,LEGACY ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,FREDERICK,CO,80504-3499,03,16,B94,0,0,0,Y
201248361,2005,200503,LEFTHAND WATERSHED OVERSIGHT GROUP,NIWOT,CO,80544-1074,03,15,,1467238,1572581,1572581,Y
201276493,2006,200609,JEFF LUCAS INTERNATIONAL MINISTRIES INC,TIMNATH,CO,80547-4422,03,15,X20,3605,68588,68588,Y
201278784,,,,,,,,,,,,,N
201297616,2006,200608,CORNERSTONE EDUCATION AND RESEARCH FOUNDATION INC,SUPERIOR,CO,80027-8661,03,15,E05,93331,12870,12870,Y
201311949,2021,202106,ACSI CAPITAL CORPORATION,COLORADO SPGS,CO,80962-2249,03,21,B19,,,,Y
201326684,2019,201906,FRONT RANGE HEALTH PARTNERS LLC,WHEAT RIDGE,CO,80033-6715,03,21,E99,10244821,48986213,48986213,Y
201334703,2005,200503,ROCKY MOUNTAIN COLLIE AND SHELTIE RESCUE INC,PUEBLO,CO,81007-3172,03,16,D20,117464,75900,75900,Y
201342544,2006,200609,CENTERRA RETAIL SALES FEE CORPORATION,LOVELAND,CO,80538-8717,04,00,S20,2121178,1194375,1194375,Y
201344366,,,,,,,,,,,,,N
201346393,,,,,,,,,,,,,N
201351869,2005,200508,FALCONWORKS,COLORADO SPGS,CO,80906-7402,03,15,P40,29471,13,13,Y
201363398,2004,200411,WESTERN HERITAGE EVENT CENTER INC,PAGOSA SPGS,CO,81147-1831,03,15,N31,2283908,604773,604773,Y
201366779,2005,200501,ACMPE SCHOLARSHIP FUND INC,ENGLEWOOD,CO,80112-5313,03,17,B82,1765255,377656,102021,Y
201385012,1946,194611,PTA COLORADO CONGRESS,PEYTON,CO,80831-8495,03,16,,0,0,0,Y
201390329,2005,200504,THE POTTERS INN,DIVIDE,CO,80814-0035,03,15,X20,49556,64563,58730,Y
201394619,2005,200509,LIONS CLUB FOUNDATION OF FRASER VALLEY INC,WINTER PARK,CO,80482-0248,03,15,B82,16882,127475,105889,Y
201404425,2004,200409,COMMUNITY RADIO PROJECT,CORTEZ,CO,81321-0116,03,15,A34,1280593,638140,605496,Y
201419753,,,,,,,,,,,,,N
201433039,2023,202309,COLORADO HOOPSTERS INC,WESTMINSTER,CO,80030-5647,03,04,N62,1,0,0,Y
201434851,2006,200611,AGRIBUSINESS FREEDOM FOUNDATION,COLORADO SPGS,CO,80908-8179,04,00,K05,23262,70856,70856,Y
201437471,,,,,,,,,,,,,N
201443389,,,,,,,,,,,,,N
201449487,2004,200411,MINDS MATTER,DENVER,CO,80216-0610,03,15,O50,1972405,1429085,1306179,Y
201452466,2005,200501,TRUE MEDIA FOUNDATION,CARBONDALE,CO,81623-9542,03,16,A20,0,0,0,Y
201462045,2004,200410,NOW HOPE,COLORADO SPGS,CO,80962-2776,03,15,X99,12408,77147,77147,Y
201467359,2019,201910,CAMARA DE COMERCIO LATINA DEL CONDADO BOULDER LATINO CHAMBER OF,LONGMONT,CO,80501-5527,06,00,S41,84176,193263,193263,Y
201470242,,,,,,,,,,,,,N
201470445,,,,,,,,,,,,,N
201470772,,,,,,,,,,,,,N
201473806,2005,200509,A BRIDGE FOR AFRICA FOUNDATION,PARKER,CO,80134-2707,03,16,Q30,52207,212992,107359,Y
201481796,,,,,,,,,,,,,N
201482678,2007,200703,NORTHERN COLORADO POTTERS GUILD & STUDIO,FORT COLLINS,CO,80524-4771,03,16,A40,129264,164192,149967,Y
201484525,2005,200502,NEW CASTLE HOUSING CORPORATION,WESTMINSTER,CO,80030-1709,03,15,L22,1789416,241995,241995,Y
201488504,2006,200610,PASSING THE BATON INTERNATIONAL INC,COLORADO SPGS,CO,80906-3216,03,15,B90,0,0,0,Y
201501147,2006,200605,ART FOR THE NATIONS,DENVER,CO,80206-4229,03,04,A26,277588,509395,,Y
201510526,,,,,,,,,,,,,N
201518600,2005,200501,COLORADO FILM SOCIETY,BOULDER,CO,80302-5505,03,15,A31,454619,806111,806111,Y
201536108,1946,194603,GLOBAL HEALTH INITIATIVES,ENGLEWOOD,CO,80112-5202,03,17,,1,0,0,Y
201538257,2007,200707,COLORADO COALITION OF CYBERSCHOOL FAMILIES,DENVER,CO,80201-4526,04,00,S20,48130,93042,93042,Y
201542665,2005,200504,BHS ATHLETIC BOOSTER CLUB,BERTHOUD,CO,80513-1448,03,16,B11,17062,89281,9470,Y
201544566,2005,200509,WINDSOR HIGH SCHOOL BOOSTER CLUB,WINDSOR,CO,80550-7904,03,15,B112,146918,156937,153433,Y
201549740,2006,200607,HANDS & VOICES INC,BOULDER,CO,80307-3093,03,15,B28,125795,948741,948741,Y
201554830,,,,,,,,,,,,,N
201555643,2006,200612,JEPPESEN EMPLOYEES FLYING ASSOCIATION INC,ENGLEWOOD,CO,80112-4377,07,00,N50,192948,117837,117837,Y
201563437,,,,,,,,,,,,,N
201570717,2005,200509,FIREHOUSE THEATER COMPANY,DENVER,CO,80230-6804,03,16,A65,161415,196971,196971,Y
201574429,,,,,,,,,,,,,N
201593606,,,,,,,,,,,,,N
201596718,2021,202105,CRUSADERS INTERNATIONAL INC,COLORADO SPGS,CO,80903-2543,03,15,N19,606859,642604,642604,Y
201601416,2006,200605,FHS MUSIC FOUNDATION,FREDERICK,CO,80504-0000,03,15,A11,65196,374844,62329,Y
201607315,2006,200601,UNIVERSAL CHASTITY EDUCATION INC,PUEBLO,CO,81003-3435,03,15,E40,278699,194906,194184,Y
201620359,2005,200507,PINE RIVER VALLEY HERITAGE SOCIETY,BAYFIELD,CO,81122-1981,03,15,A50,392830,14475,14117,Y
201621199,2006,200607,ADOPTION DREAMS COME TRUE INC,FORT COLLINS,CO,80521-2816,03,16,P31,205914,738589,327293,Y
201630067,2005,200502,MONUMENT HILL FOUNDATION,MONUMENT,CO,80132-0102,03,15,T31,913952,274801,181509,Y
201638963,2005,200501,BASALT EDUCATION FOUNDATION,BASALT,CO,81621-1278,03,15,B12,880769,563103,540586,Y
201641095,2005,200502,FOUNDATION FOR ROCKY FORD SCHOOLS,ROCKY FORD,CO,81067-2319,03,15,B112,1472392,40739,40739,Y
201641549,2005,200508,EUREKA MCCONNELL SCIENCE MUSEUM,GRAND JCT,CO,81501-3004,03,15,A57,6526899,2927758,2896102,Y
201649444,2005,200505,FRASER VALLEY ELEMENTARY PAC INC,FRASER,CO,80442-1371,03,16,B94,101046,92695,50548,Y
201650715,,,,,,,,,,,,,N
201667120,2004,200412,GIRLS ON THE RUN OF THE ROCKIES,GREENWOOD VLG,CO,80111-1644,03,15,O50,1543017,1284445,1260234,Y
201669740,,,,,,,,,,,,,N
201681371,,,,,,,,,,,,,N
201682026,,,,,,,,,,,,,N
201683139,,,,,,,,,,,,,N
201706475,,,,,,,,,,,,,N
201710899,2005,200501,PATHFINDERS,ASPEN,CO,81612-9450,03,15,G30,940563,681107,681107,Y
201719823,1946,194603,MACHEBEUF APARTMENTS,DENVER,CO,80216-4632,03,10,,2584338,823985,823985,Y
201740391,2005,200506,ELEOS PROJECT,CENTENNIAL,CO,80121-3301,03,15,Q30,31508,90391,87411,Y
201740623,2005,200508,THE CLOUD FOUNDATION,COLORADO SPGS,CO,80905-1602,03,15,D30,581450,500596,484155,Y
201753099,2005,200503,PARTNER COLORADO FOUNDATION,ARVADA,CO,80001-1346,03,15,B82,167383,96559,66405,Y
201765498,2005,200501,BEARS BOOSTER CLUB INC,RIFLE,CO,81650-2926,03,15,B11,0,0,0,Y
201771307,2005,200509,BLUE RIVER WATERSHED GROUP,SILVERTHORNE,CO,80498-0867,03,15,C32,138284,564559,563228,Y
201781323,2005,200501,ROCKY MOUNTAIN BIBLICAL COUNSELING CENTER,WESTMINSTER,CO,80021-5445,03,16,X20,0,0,0,Y
201787816,,,,,,,,,,,,,N
201790141,,,,,,,,,,,,,N
201790591,1996,199609,NORTH AMERICAN FOLK MUSIC AND DANCE ALLIANCE INC,ALAMOSA,CO,81101-1836,03,16,,58325,73933,73933,Y
201811513,,,,,,,,,,,,,N
201811626,,,,,,,,,,,,,N
201822172,2007,200703,COTTONWOOD INSTITUTE,DENVER,CO,80207-0067,03,16,C60,355845,739086,712575,Y
201848053,2006,200607,MESA YOUTH SERVICES FOUNDATION INC,GRAND JCT,CO,81501-3522,03,22,O11,770267,53873,53873,Y
201854527,,,,,,,,,,,,,N
201857599,2007,200706,CHILDRENS HAVEN CHILD CARE CENTER,DENVER,CO,80227-3705,03,16,B990,966637,2342806,2342806,Y
201860311,2006,200611,TOM MCMAHON CONSTRUCTION SCHOLARSHIP FUND,AURORA,CO,80015-1047,03,15,B82,169227,45125,31905,Y
201881039,,,,,,,,,,,,,N
201887258,,,,,,,,,,,,,N
201891947,2005,200511,LANTERI CENTER FOR IGNATIAN SPIRITUALITY,DENVER,CO,80205-3111,03,16,X90,546115,376954,376954,Y
201898173,,,,,,,,,,,,,N
201910771,2012,201203,MARSHSIDE VILLAGE INC,DENVER,CO,80202-4929,03,16,L22,1847346,486117,486117,Y
201911331,2007,200704,IN HIS STEPS INTERNATIONAL,COLORADO SPGS,CO,80960-0146,03,15,X21,157138,494986,494986,Y
201913724,2005,200501,PRADER-WILLI SYNDROME ASSOCIATION OF COLORADO,LITTLETON,CO,80128-5514,03,15,G20,374989,141310,139310,Y
201914757,2005,200501,COLORADO ASSOCIATION OF TAX APPRAISERS,BOULDER,CO,80306-0000,06,00,S47,25404,115999,115999,Y
201914965,2013,201304,BRIGHTON YOUTH ASSOCIATION FOOTBALL LEAGUE,BRIGHTON,CO,80601-7391,03,16,N65,22203,106899,85137,Y
201920855,,,,,,,,,,,,,N
201937008,,,,,,,,,,,,,N
201937198,2005,200507,BENEDICTINE FELLOWSHIP OF ST LAURENCE,FORT COLLINS,CO,80524-9291,03,15,X20,2979790,342353,263085,Y
201940669,2005,200504,CENTENNIAL SUPPORTIVE HOUSING CENTER,BRUSH,CO,80723-1839,03,15,L22,2185376,225701,225701,Y
201944356,2012,201210,CHRISTMAS COMMANDOS,DENVER,CO,80237-2909,03,15,P58,136759,158334,158334,Y
201948641,,,,,,,,,,,,,N
201949835,2014,201401,MOREY MIDDLE SCHOOL FRIENDS OF,DENVER,CO,80218-1803,03,15,B94,0,0,0,Y
201958972,2005,200511,WILLIAM B & HELEN S LEONARD FNDTN FOR THE ENDOWMENT OF EVANGEL,PUEBLO,CO,81001-1108,03,15,B90,461720,45406,45406,Y
201959721,2007,200711,ROUTT COUNTY 4-H SCHOLARSHIP FNDTN,STEAMBOAT SPR,CO,80477-1042,03,15,,1229451,146207,133560,Y
201961557,2016,201603,DURANGO MONTESSORI INC,DURANGO,CO,81301-5255,03,11,B24,110555,677867,673103,Y
201969987,2005,200511,COPS FIGHTING CANCER,AURORA,CO,80044-1098,03,15,E128,49106,74726,74726,Y
201971780,,,,,,,,,,,,,N
201987310,2005,200505,PROFESSIONAL TRAILBUILDERS ASSOCIATION,BOULDER,CO,80305-5437,06,00,S41,261472,193929,193929,Y
201988456,2005,200504,SECOND CHANCE ANIMAL RESCUE FOUNDATION,LAMAR,CO,81052-0044,03,15,D20,191816,88960,88960,Y
202001442,2006,200610,NATIONAL CENTER FOR CRAFTSMANSHIP,FORT COLLINS,CO,80524-3895,03,15,J20,9721,194991,194991,Y
202003065,2013,201302,FORT COLLINS PUBLIC ACCESS NETWORK FC PAN,FORT COLLINS,CO,80524-2817,03,15,A32,106074,22592,22592,Y
202015631,,,,,,,,,,,,,N
202018300,,,,,,,,,,,,,N
202028102,2008,200806,LONG QUANG BUDDIST ASSOCIATION OF DENVER,NORTHGLENN,CO,80233-3550,03,10,X50,354355,61800,61800,Y
202029665,2010,201003,COLORADO AMERICAN LEGION BASEBALL INCORPORATED,DENVER,CO,80230-6877,03,16,N63,0,0,0,Y
202032734,2006,200604,ABLE KIDS FOUNDATION,FORT COLLINS,CO,80525-7531,03,15,H42,938925,614692,614692,Y
202032935,,,,,,,,,,,,,N
202052624,,,,,,,,,,,,,N
202066512,2005,200507,COLORADO BEVERAGE ASSOCIATION INC,DENVER,CO,80264-2901,06,00,S41,45439,219555,219555,Y
202076746,2005,200509,MUSEUM OF THE MOUNTAIN WEST,MONTROSE,CO,81401-9593,03,15,A54,1932203,127525,127525,Y
202086127,2005,200506,7TH JUDICIAL DISTRICT CHILD ADVOCACY CENTER,MONTROSE,CO,81401-3914,03,15,I72,1343258,556730,533225,Y
202089736,2005,200503,TRAMPLED ROSE INC,COLORADO SPGS,CO,80949-0403,03,15,Q33,291656,172937,172937,Y
202099664,2014,201407,FRONT RANGE BASEBALL ACADEMY,DENVER,CO,80241-3039,03,16,N63,49483,256612,27266,Y
202112635,2005,200503,PSC PARTNERS SEEKING A CURE,GREENWOOD VLG,CO,80111-1627,03,15,,3103082,1901852,1901852,Y
202112999,,,,,,,,,,,,,N
202115485,2005,200507,FIVE PARKS PIRANHAS INC,ARVADA,CO,80005-5875,03,16,O50,44381,64539,47192,Y
202115605,2005,200508,IMPACTCENTER,LITTLETON,CO,80127-3410,03,15,X21,24607,195737,195737,Y
202123864,2005,200512,AMERICAN MILITARY FAMILY INC,FIRESTONE,CO,80520-0238,03,15,W30,547093,494640,493976,Y
202123873,2005,200512,LOMA CAT HOUSE INC,GRAND JCT,CO,81501-3538,03,15,D20,74984,152624,152624,Y
202129100,2006,200608,NINE10ARTS,DENVER,CO,80218-0998,03,15,A40,51315,71229,71229,Y
202138865,2006,200609,FRVBC FOUNDATION,ENGLEWOOD,CO,80112-0000,03,16,N119,20625,789727,356690,Y
202142230,,,,,,,,,,,,,N
202159989,,,,,,,,,,,,,N
202175242,2005,200511,CHRIST CENTER,GRAND JCT,CO,81501-8119,03,15,X90,2099464,652211,652211,Y
202179012,2005,200509,USA TEAM HANDBALL,COLORADO SPRINGS,CO,80909-5780,03,16,N60,43945,535472,535472,Y
202183690,,,,,,,,,,,,,N
202214279,2005,200511,CIVIC CENTER CONSERVANCY,DENVER,CO,80203-1855,03,15,N32,307925,1259662,1220624,Y
202218698,2011,201102,OGILVY AGUMENTATION COMPANY,GREELEY,CO,80634-4699,12,00,K20,2232467,61002,61002,Y
202224943,2006,200612,CAPITAL FRIENDS INTERNATIONAL INC,GOLDEN,CO,80401-9424,03,17,S31,95753,2897,2897,Y
